Code,Name (日本語),Detail (日本語),Name (English),Detail (English),Name (Français),Detail (Français),Name (Korean),Detail (Korean),Name (Deutsch),Detail (Deutsch),Name (Italiano),Detail (Italiano)
854,石垣島近海,,Near Ishigaki-jima island,,près d'Ishigakijima,,이시가키 섬 근해 ,,,,presso Ishigakijima,
855,石垣島南方沖,,Southern off Ishigaki-jima island,,S large d'Ishigakijima,,이시가키 섬 남쪽 바다 ,,,,S a largo di Ishigakijima,
856,西表島付近,,Near Iriomote-island,,vers Iriomote,,이리 오모테 섬 근처 ,,,,area di Iriomote,
857,与那国島近海,,Near Yonaguni-jima island,,près de Yonagunijima,,요나 구니 지마 근해 ,,,,presso Yonagunijima,
858,沖縄本島北西沖,,NW off Okinawa island,,NO large d'Okinawa,,오키나와 북서부 해안 ,,,,NO a largo di Okinawa,
859,宮古島北西沖,,NW off Miyako-jima island,,NO large de Miyakojima,,미야코 섬 북서부 앞바 다 ,,,,NO a largo di Miyakojima,
860,石垣島北西沖,,NW off Ishigaki-jima island,,NO large d'Ishigakijima,,이시가키 섬 북서부 앞바 다 ,,,,NO a largo di Ishigakijima,
900,台湾付近,,Near Taiwan,,vers Taiwan,,대만 부근 ,,,,area di Taiwan,
901,東シナ海,,East China Sea,,mer de Chine orientale,,동중국해 ,,,,mare di Cina Orienteail,
902,四国沖,,Off Shikoku area,,large de Shikoku,,시코쿠 오키나와 ,,,,a largo di Shikoku,
903,鳥島近海,,Near Tori-shima island,,près de Torishima,,토리시마 근해 ,,,,presso Torishima,
904,鳥島東方沖,,Eastern off Tori-shima island,,E large de Torishima,,토리시마 동쪽 해안 ,,,,E a largo di Torishima,
905,オホーツク海南部,,Southern Sea of Okhotsk,,"mer d'Okhotsk, Sud",,오호 츠크해 남부 ,,,,"mare d'Okhotsk, Sud",
906,サハリン西方沖,,Western off Sakhalin area,,O large de Sakhaline,,사할린 서방 바다 ,,,,O a largo di Sakhaline,
907,日本海北部,,Northern Japan sea,,"mer du Japon, Nord",,동해 북부 ,,,,"mare del Giappone, Nord",
908,日本海中部,,Central Japan sea,,"mer du Japon, Centre",,동해 중부 ,,,,"mare del Giappone, Centro",
909,日本海西部,,Western Japan sea,,"mer du Japon, Ouest",,동해 서쪽 ,,,,"mare del Giappone, Ovest",
911,父島近海,,Near Chichijima island,,près de Chichijima,,치치 시마 앞바 다 ,,,,presso Chichijima,
912,千島列島,,Kuril Islands,,îles Kouriles,,쿠릴 열도 ,,,,isole Kouriil,
913,千島列島南東沖,,SE off Kuril Islands,,SE large des Kouriles,,쿠릴 열도 남쪽 바다 ,,,,SE a largo dis Kouriil,
914,北海道南東沖,,SE off Hokkaido pref.,,SE large de Hokkaido,,홋카이도 남쪽 바다 ,,,,SE a largo di Hokkaido,
915,東北地方東方沖,,Eastern off Tohoku area,,E large de Tohoku,,동북 지방 동방 바다 ,,,,E a largo di Tohoku,
916,小笠原諸島西方沖,,Western off Ogasawara islands,,O large d'Ogasawara,,오가 사 와라 제도 서방 바다 ,,,,O a largo di Ogasawara,
917,硫黄島近海,,Near Iwo-jima island,,près d'Iwojima,,이오 지마 근해 ,,,,presso Iwojima,
918,小笠原諸島東方沖,,Eastern off Ogasawara islands,,E large d'Ogasawara,,오가 사 와라 제도 동쪽 바다 ,,,,E a largo di Ogasawara,
919,南海道南方沖,,Southern off Nankaido,,S large de Nankaido,,남해 도로 남쪽 바다 ,,,,S a largo di Nankaido,
920,薩南諸島東方沖,,Eastern off Satsunan islands,,E large des îles Satsunan,,사츠우난 제도 동쪽 바다 ,,,,E a largo le isole Satsunan,
921,本州南方沖,,Southern off Honsyu main island,,S large de Honshu,,혼슈 남쪽 바다 ,,,,S a largo di Honshu,
922,サハリン南部付近,,Southern Sakhalin area,,"vers Sakhaline, Sud",,사할린 남부 부근 ,,,,"area di Sakhaline, Sud",
930,北西太平洋,,NW Pacific Ocean,,"Océan Pacifique, Nord Ouest",,북서 태평양 ,,,,"Oceano Pacifico, Nord Ovest",
932,マリアナ諸島,,Mariana islands,,îles Mariannes,,마리 아나 제도 ,,,,isole Mariannes,
933,黄海,,Yellow sea,,mer Jaune,,황해 ,,,,mare Jaune,
934,朝鮮半島南部,,Southern Korean peninsula,,"Péninsule Coréenne, Sud",,한반도 남부 ,,,,"Peninsula Coréenne, Sud",
935,朝鮮半島北部,,Northern Korean peninsula,,"Péninsule Coréenne, Nord",,한반도 북부 ,,,,"Peninsula Coréenne, Nord",
936,中国東北部,,NE China,,"Chine, Nord Est",,중국 동북부 ,,,,"Cina, Nord Est",
937,ウラジオストク付近,,Near Vladivostok,,vers Vladivostok,,블라디 보스 토크 부근 ,,,,area di Vladivostok,
938,シベリア南部,,Southern Shiberia,,"Sibérie, Sud",,시베리아 남부 ,,,,"Sibérie, Sud",
939,サハリン近海,,Near Sakhalin,,près de Sakhaline,,사할린 근해 ,,,,presso Sakhaline,
940,アリューシャン列島,,Aleutian Islands,,îles Aléoutiennes,,알류샨 열도 ,,,,isole Aléoutiennes,
941,カムチャツカ半島付近,,Near Kamchatka peninsula,,vers Péninsule du Kamchatka,,캄차카 반도 부근 ,,,,area di Peninsula di Kamchatka,
942,北米西部,,Western North America,,"Amérique du Nord, Ouest",,북미 서부 ,,,,"America del Nord, Ovest",
943,北米中部,,Central North America,,"Amérique du Nord, Centre",,북미 중부 ,,,,"America del Nord, Centro",
944,北米東部,,Eastern North America,,"Amérique du Nord, Est",,북미 동부 ,,,,"America del Nord, Est",
945,中米,,Central America,,Amérique Centrale,,중미 ,,,,America centrale,
946,南米西部,,Western South America,,"Amérique du Sud, Ouest",,남미 서부 ,,,,"America del Sud, Ovest",
947,南米中部,,Central South America,,"Amérique du Sud, Centre",,남미 중부 ,,,,"America del Sud, Centro",
948,南米東部,,Eastern South America,,"Amérique du Sud, Est",,남미 동부 ,,,,"America del Sud, Est",
949,北東太平洋,,NE Pacific Ocean,,"Océan Pacifique, Nord Est",,북동 태평양 ,,,,"Oceano Pacifico, Nord Est",
950,南太平洋,,Southern Pacific Ocean,,"Océan Pacifique, Sud",,남태평양 ,,,,"Oceano Pacifico, Sud",
951,インドシナ半島付近,,Indochina peninsula,,Péninsule d'Indochine,,인도 차이나 반도 부근 ,,,,Peninsula d'IndoCina,
952,フィリピン付近,,Philippines area,,vers les Philippines,,필리핀 부근 ,,,,area delle Philippines,
953,インドネシア付近,,Indonesia area,,vers l'Indonésie,,인도네시아 부근 ,,,,area dell'Indonésie,
954,グアム付近,,Guam area,,vers Guam,,괌 인근 ,,,,area di Guam,
955,ニューギニア付近,,New Guinea area,,vers la Nouvelle Guinée,,기니 부근 ,,,,area della Nuova Guinea,
956,ニュージーランド付近,,New Zealand area,,vers la Nouvelle Zélande,,뉴질랜드 부근 ,,,,area della Nuova Zelanda,
957,オーストラリア付近,,Australia area,,vers l'Australie,,호주 부근 ,,,,area dell'Australia,
958,シベリア付近,,Siberia area,,vers la Sibérie,,시베리아 부근 ,,,,area dellaSiberia,
959,ロシア西部,,Western Russia,,"Russie, Ouest",,러시아 서부 ,,,,"Russia, Ovest",
960,ロシア中部,,Central Russia,,"Russie, Centre",,러시아 중부 ,,,,"Russia, Centro",
961,ロシア東部,,Eastern Russia,,"Russie, Est",,러시아 동부 ,,,,"Russia, Est",
962,中央アジア,,Central Asia,,Asie Centrale,,중앙 아시아 ,,,,Asia centrale,
963,中国西部,,Western China,,"Chine, Ouest",,중국 서부 ,,,,"Cina, Ovest",
964,中国中部,,Central China,,"Chine, Centre",,중국 중부 ,,,,"Cina, Centro",
965,中国東部,,Eastern China,,"Chine, Est",,중국 동부 ,,,,"Cina, Est",
966,インド付近,,Indies area,,vers l'Inde,,인도 부근 ,,,,area dell'India,
967,インド洋,,The Indian Ocean,,Océan Indien,,인도양 ,,,,Oceano Indiano,
968,中東,,The Middle East,,Moyen Orient,,중동 ,,,,Medio Oriente,
969,ヨーロッパ西部,,Western Europe,,"Europe, Ouest",,유럽​​ 서부 ,,,,"Europa, Ovest",
970,ヨーロッパ中部,,Central Europe,,"Europe, Centre",,유럽​​ 중부 ,,,,"Europa, Centro",
971,ヨーロッパ東部,,Eastern Europe,,"Europe, Est",,유럽​​ 동부 ,,,,"Europa, Est",
972,地中海,,Mediterranean Sea,,Mer Méditerranée,,지중해 ,,,,Mar Mediterraneo,
973,アフリカ西部,,Western Africa,,"Afrique, Ouest",,아프리카 서부 ,,,,"Africa, Ovest",
974,アフリカ中部,,Central Africa,,"Afrique, Centre",,아프리카 중부 ,,,,"Africa, Centro",
975,アフリカ東部,,Eastern Africa,,"Afrique, Est",,아프리카 동부 ,,,,"Africa, Est",
976,北大西洋,,North Atlantic,,"Océan Atlantique, Nord",,북대서양 ,,,,"Oceano Atlantico, Nord",
977,南大西洋,,South Atlantic,,"Océan Atlantique, Sud",,남쪽 대서양 ,,,,"Oceano Atlantico, Sud",
978,北極付近,,North pole area,,vers le Pôle Nord,,북극 부근 ,,,,area del Polo Nord,
979,南極付近,,South pole area,,vers le Pôle Sud,,남극 부근,,,,area del Polo Sud,
